data,requisicoes,instancias_ativas,cpu_pct,memoria_pct,armazenamento_gb,custo_usd,houve_incidente,dia_semana,mes,fim_de_semana,temporada_alta,indice_tempo,custo_lag_1,custo_lag_2,custo_lag_7,custo_lag_14,custo_media_movel_7,custo_media_movel_14,custo_std_movel_7,var_diaria,var_semanal,razao_lag1_mm7,razao_lag7_mm7,razao_mm7_mm14,coef_variacao_7
2023-01-15,71840.10466994786,10.0,57.0368423251265,55.84729197601116,533.0032430441254,50.16300467923472,0,6,1,1,0,14,45.36271450823888,50.968747005194224,26.902153859904114,42.12552978409462,45.41695182145768,46.028510881342356,11.760813639686583,-0.10998960787448886,0.6862112507597027,0.9988057914271302,0.5923372833487678,0.9867134728416215,0.2589520689525904
2023-01-16,107208.84988303612,9.0,76.04847470192341,78.20081115094062,536.2813795847261,30.80324100198913,0,0,1,0,0,15,50.16300467923472,45.36271450823888,46.722235469923966,47.57474824551284,48.73993050993348,46.60261623099522,8.488545099405462,0.10582017022204426,0.07364307753479915,1.029197295819107,0.9586028330590604,1.0458625384537261,0.17415997541636724
2023-01-17,105503.8755186623,11.0,66.4534549012898,75.58334406371168,537.8981950839507,51.203709674174654,0,1,1,0,0,16,30.80324100198913,50.16300467923472,65.7432455181566,49.26540153334497,46.46578844308566,45.40465142788638,10.907062464876573,-0.3859370825380338,-0.5314615097077606,0.6629230243175354,1.4148742057542667,1.0233706675820344,0.23473318392598153
2023-01-18,110909.3893303811,12.0,67.63573102356841,70.88665156278303,539.8145561596625,52.770710348188224,0,2,1,0,0,17,51.203709674174654,30.80324100198913,42.578102946323455,39.36264893919896,44.38871189394537,45.54310200937421,7.465608783506297,0.662283188670574,0.2025831620240377,1.1535299739382356,0.9592101489237204,0.9746527999961173,0.16818710129150216
2023-01-19,106117.50369791516,12.0,61.28612373369666,62.46360883434156,540.6029688296421,46.56575024682824,0,3,1,0,0,18,52.770710348188224,51.203709674174654,39.64146344246254,51.27338216407691,45.84479866564033,46.50082068144487,8.026520204598663,0.030603264567838684,0.33119985403117336,1.1510730090246575,0.8646883527961252,0.9858922486487145,0.17508028038553397
2023-01-20,104197.58519465882,11.0,64.8538922736867,66.87957084606614,542.3889919447935,47.971556237879966,0,4,1,0,0,19,46.56575024682824,52.770710348188224,50.968747005194224,53.00036451010679,46.83398249483544,46.16456125878426,7.546954908269235,-0.11758341057792909,-0.08638620756985216,0.9942727004256625,1.088285562963063,1.0145007602758014,0.1611427110453711
2023-01-21,85022.27507568621,11.0,64.59741109052466,60.42589020257114,545.286248353257,52.119316448640426,0,5,1,1,0,20,47.971556237879966,46.56575024682824,45.36271450823888,43.87841441225408,46.405812385219114,45.80536066791091,7.355878140304466,0.03018969915871761,0.05751070582796047,1.0337402530455337,0.9775222580240299,1.0131087651871467,0.1585120001615878
2023-01-22,78326.55879805384,9.0,62.95107745482122,68.38343859563382,547.0130520498743,45.77341194692572,0,6,1,1,0,21,52.119316448640426,47.971556237879966,50.16300467923472,26.902153859904114,47.37104123384791,46.393996527652796,7.634221938965017,0.08646290710671689,0.038999094689707414,1.1002358211075112,1.0589381903514477,1.0210597227943654,0.16115799315616808
2023-01-23,110408.51281875173,10.0,77.91630474287118,81.74470910591398,549.6254358860351,34.266637927206254,0,0,1,0,0,22,45.77341194692572,52.119316448640426,30.80324100198913,46.722235469923966,46.74395655780376,47.74194353386862,7.546442658650481,-0.12175724729559922,0.48599337141081644,0.9792370034043253,0.6589780427315287,0.9790962222692741,0.16144210320148059
2023-01-24,104536.60725514618,12.0,62.86754945682072,63.03358790129119,551.5730334012368,54.158773875355344,0,1,1,0,0,23,34.266637927206254,45.77341194692572,51.203709674174654,65.7432455181566,47.2387275471205,46.852257995103066,6.345027715421176,-0.25138554305415495,-0.33077821616332737,0.7253929076100828,1.0839349900587203,1.0082486857315995,0.13431834524103192
2023-01-25,108155.26910189928,12.0,66.21175672017212,65.6191946373402,553.9322790238141,47.34235194899485,0,2,1,0,0,24,54.158773875355344,34.266637927206254,52.770710348188224,42.578102946323455,47.66087957586059,46.02479573490299,6.738876412605802,0.5805102908084128,0.026303673344711287,1.1363360130429867,1.107212263344709,1.0355478783736758,0.14139219570800632
2023-01-26,110873.69035883946,14.0,65.97257430657663,69.10745059352155,555.1141259119615,53.24748598649307,0,3,1,0,0,25,47.34235194899485,54.158773875355344,46.56575024682824,39.64146344246254,46.885399804547255,46.365099235093794,6.354214336741225,-0.12585997500697232,0.016677530117095385,1.0097461501096825,0.9931823220223875,1.0112218150729126,0.13552650426849835
2023-01-27,105923.2256903108,12.0,59.11716004405867,60.110129355043966,557.2822934716686,48.28729793604421,0,4,1,0,0,26,53.24748598649307,47.34235194899485,47.971556237879966,50.968747005194224,47.839933481642234,47.33695798823884,6.785428775266438,0.12473258708946733,0.10998037508833303,1.1130342814319734,1.0027513156197896,1.010625429152595,0.14183608298431752
2023-01-28,196660.36596943522,11.0,81.45086127601785,57.61060395593125,556.9893846949481,73.5177116344172,1,5,1,1,0,27,48.28729793604421,53.24748598649307,52.119316448640426,45.36271450823888,47.88503943852284,47.14542591187098,6.7874986870344065,-0.09315346928692692,-0.0735239595164755,1.0084005046719824,1.088425885407357,1.015687916957934,0.14174570526873076
2023-01-29,77316.99724032477,9.0,58.024743292083805,71.91840357949962,558.9398677684185,48.26500434344903,0,6,1,1,0,28,73.5177116344172,48.28729793604421,45.77341194692572,50.16300467923472,50.94195303649094,49.15649713516943,11.903168817900488,0.5225062237234785,0.6061226049668527,1.443166334470033,0.8985405784135745,1.0363218700553847,0.23366141477485095
2023-01-30,109652.02500082688,10.0,75.84632465079443,74.44193121690557,559.7354891734464,42.694332662965486,0,0,1,0,0,29,48.26500434344903,73.5177116344172,34.266637927206254,30.80324100198913,51.29789480742285,49.02092568261331,11.759237099299334,-0.3434914761294904,0.4085129812262285,0.9408769019594356,0.6679930639619122,1.0464489214167805,0.22923430178654744
2023-01-31,108509.1735510824,11.0,65.49712754876971,65.60600127890966,562.8002847866838,36.63177168694904,0,1,1,0,0,30,42.694332662965486,48.26500434344903,54.158773875355344,51.203709674174654,52.5018511982456,49.87028937268305,10.029032328377285,-0.11541844357545661,-0.21168206722653837,0.8131967099931927,1.0315593191343528,1.0527681282516084,0.19102245158000095
2023-02-01,115955.59232606532,13.0,78.48156167943563,74.54754031537271,565.5222106688954,48.65184029756024,0,2,2,0,0,31,36.63177168694904,42.694332662965486,47.34235194899485,52.770710348188224,49.997993742758986,48.82943665930979,11.609750589461457,-0.14199919750181078,-0.2262367588662485,0.7326648320214704,0.9468850328789695,1.0239314062048757,0.23220432902155905
2023-02-02,123402.01110104824,15.0,60.848142302931606,67.39947369984498,567.9955474544684,57.30996578680771,0,3,2,0,0,32,48.65184029756024,36.63177168694904,53.24748598649307,46.56575024682824,50.185063506839754,48.53523165569351,11.570311019889116,0.32813233040796796,-0.08630728012395883,0.9694486147442944,1.0610225885085496,1.0339924585680371,0.23055288190104992
2023-02-03,119333.1562841764,14.0,64.67745744009599,65.83584508598628,571.3123524361957,63.119711663704855,0,4,2,0,0,33,57.30996578680771,48.65184029756024,48.28729793604421,47.971556237879966,50.76541776402756,49.30267562283489,11.848070913234213,0.17796090417738308,0.18685385673710475,1.1289174463844878,0.9511848826005457,1.0296686158045993,0.23338862231583507
2023-02-04,92334.01964841277,13.0,66.11627993279276,64.6461587546271,572.6532192195359,53.86384102901136,0,5,2,1,0,34,63.119711663704855,57.30996578680771,73.5177116344172,52.119316448640426,52.88433401083622,50.38468672467953,12.631439371933501,0.10137409431562605,-0.14143530503803836,1.193542716275322,1.3901604891035049,1.049611249938214,0.23885030620495792
2023-02-05,84238.22540011592,11.0,69.53207366355907,77.23217909221232,576.1511097778683,37.046585849661696,0,6,2,1,0,35,53.86384102901136,63.119711663704855,48.26500434344903,45.77341194692572,50.07663821006396,50.50929562327745,8.919647185797524,-0.14663993847132561,0.11600199278387224,1.07562813627905,0.9638227738248841,0.9914341032106158,0.17811992786698153
2023-02-06,124723.454380019,11.0,80.09040431249888,86.1703384725673,578.9968630292766,66.64950564378161,0,0,2,0,0,36,37.046585849661696,53.86384102901136,42.694332662965486,34.266637927206254,48.47400699666577,49.88595090204431,10.213405366801725,-0.31221789716577764,-0.1322832905689808,0.7642567253045515,0.8807675558140297,0.971696562261567,0.21069859909671265
2023-02-07,116157.31950448093,13.0,69.92809036334174,67.94035446197987,580.9076187995015,52.87889199989274,0,1,2,0,0,37,66.64950564378161,37.046585849661696,36.63177168694904,54.158773875355344,51.89617456535378,52.199012881799696,11.838126222155408,0.799072819132407,0.8194453223109359,1.2842855220445717,0.7058665112361604,0.994198389974698,0.228111731188345
2023-02-08,118791.25580440628,13.0,69.75991110016592,61.47522912332967,583.9161149172478,61.15576534334592,0,2,2,0,0,38,52.87889199989274,66.64950564378161,48.65184029756024,47.34235194899485,54.217191752917174,52.10759274783807,9.75620561093676,-0.20661238985759334,0.08688369600161816,0.9753159521960592,0.8973507982353681,1.040485443556911,0.17994671607851812
2023-02-09,124999.44494347648,15.0,65.77433546514929,72.65703682130403,585.1310801073186,54.79484506206142,0,3,2,0,0,39,61.15576534334592,52.87889199989274,57.30996578680771,53.24748598649307,56.00346675945798,53.09426513314887,9.711990058620396,0.15652509026607397,0.06710524956243269,1.0919996364871074,1.0233288955657212,1.0547931423292791,0.1734176582377414
2023-02-10,127273.86631998164,14.0,68.64567091001206,66.49338759920963,586.5714687780965,58.13629712541215,0,4,2,0,0,40,54.79484506206142,61.15576534334592,63.119711663704855,48.28729793604421,55.644163798779935,53.20479078140375,9.702118684154648,-0.10401178442576064,-0.13189012405502487,0.9847366070628751,1.1343455872921004,1.0458487474821307,0.174360041050116
2023-02-11,90273.63312475989,13.0,57.29797138571441,64.79150510438538,588.1845969995046,55.61839114549623,0,5,2,1,0,41,58.13629712541215,54.79484506206142,53.86384102901136,73.5177116344172,54.9322474361667,53.90829072350146,9.233686335496138,0.06098113900251301,0.07931955862745887,1.0583273002432438,0.9805504697692031,1.0189944199477066,0.16809227305374722
2023-02-12,89203.32687044704,12.0,57.60464688009262,51.23319841551492,589.8614148330535,56.26842431341157,0,6,2,1,0,42,55.61839114549623,58.13629712541215,37.046585849661696,48.26500434344903,55.18289745280739,52.62976783143568,9.22365891766997,-0.04331039478631171,0.5013094964054328,1.0078918236046102,0.6713418026181766,1.0485111321324645,0.1671470572120298
2023-02-13,123439.58521764285,12.0,68.87671201314902,74.56435630201577,591.1161687188452,57.44778564138053,0,0,2,0,0,43,56.26842431341157,55.61839114549623,66.64950564378161,42.694332662965486,57.92887437620023,53.201440686433,4.653406424852124,0.011687378123090175,-0.15575631402059154,0.971336400358733,1.1505403196849309,1.0888591291658907,0.08032965382051255
2023-02-14,118837.91203853032,13.0,64.9930021188915,60.938542048709294,594.1946351725215,57.94145488765694,0,1,2,0,0,44,57.44778564138053,56.26842431341157,52.87889199989274,36.63177168694904,56.6143429472858,54.25525875631979,2.6461051456671147,0.02095955844435915,0.08640297609672043,1.0147214054019977,0.934019353525463,1.0434812079979476,0.0467391301905761
