data,requisicoes,instancias_ativas,cpu_pct,memoria_pct,armazenamento_gb,custo_usd
2023-01-01,79746.85661204492,9.0,64.33180107393463,58.47481909972897,500.0,42.12552978409462
2023-01-02,107544.14279531525,10.0,65.30679240273754,69.55629725259976,502.42093834021483,47.574748245512836
2023-01-03,110785.15415240279,11.0,67.4495704271428,79.0812044581485,504.36518050332154,49.26540153334497
2023-01-04,114383.7194256321,11.0,65.80236725673575,60.826023782424556,506.4138299616347,39.36264893919896
2023-01-05,107452.18650110665,13.0,60.8918748474527,64.66203071601414,508.5872319491934,51.27338216407691
2023-01-06,107549.45217220328,13.0,65.58929553837625,64.16152554171796,510.88902426633473,53.000364510106785
2023-01-07,84496.75526202958,11.0,68.25332796776698,71.73209840517877,512.8960410318372,43.87841441225408
2023-01-08,81319.62691661163,11.0,62.34121172078018,64.96870826370292,515.1678115783736,26.902153859904114
2023-01-09,106899.70245626022,11.0,62.51009775480494,61.800643658622405,518.5303060244233,46.722235469923966
2023-01-10,111045.04017434386,12.0,67.76776009415218,71.65356949967712,521.4186657729156,65.7432455181566
2023-01-11,107118.32922875014,11.0,72.13597573293244,81.73052113527967,524.213989446913,42.578102946323455
2023-01-12,107206.28098571897,11.0,64.9327740099929,65.99170024935782,525.9495578260938,39.64146344246254
2023-01-13,110134.24908626413,12.0,65.2401161881957,70.79088266129747,527.3381651635113,50.968747005194224
2023-01-14,71016.67102136879,11.0,58.19072787670757,55.086217512010236,530.2024056101014,45.362714508238874
2023-01-15,71840.10466994786,10.0,57.0368423251265,55.84729197601116,533.0032430441254,50.163004679234724
2023-01-16,107208.84988303612,9.0,76.04847470192341,78.20081115094062,536.2813795847261,30.80324100198913
2023-01-17,105503.8755186623,11.0,66.4534549012898,75.58334406371168,537.8981950839507,51.203709674174654
2023-01-18,110909.3893303811,12.0,67.63573102356841,70.88665156278303,539.8145561596625,52.770710348188224
2023-01-19,106117.50369791516,12.0,61.28612373369666,62.46360883434156,540.6029688296421,46.565750246828244
2023-01-20,104197.58519465882,11.0,64.8538922736867,66.87957084606614,542.3889919447935,47.971556237879966
2023-01-21,85022.27507568621,11.0,64.59741109052466,60.42589020257114,545.286248353257,52.119316448640426
2023-01-22,78326.55879805384,9.0,62.951077454821224,68.38343859563382,547.0130520498743,45.77341194692572
2023-01-23,110408.51281875171,10.0,77.91630474287118,81.74470910591398,549.6254358860351,34.266637927206254
2023-01-24,104536.60725514618,12.0,62.86754945682072,63.033587901291185,551.5730334012368,54.158773875355344
2023-01-25,108155.26910189929,12.0,66.21175672017212,65.6191946373402,553.9322790238141,47.34235194899485
2023-01-26,110873.69035883946,14.0,65.97257430657663,69.10745059352155,555.1141259119615,53.24748598649307
2023-01-27,105923.2256903108,12.0,59.11716004405867,60.110129355043966,557.2822934716686,48.28729793604421
2023-01-28,237530.46728519545,11.0,81.45086127601785,57.61060395593125,556.9893846949481,73.5177116344172
2023-01-29,77316.99724032477,9.0,58.024743292083805,71.91840357949962,558.9398677684185,48.26500434344903
2023-01-30,109652.02500082689,10.0,75.84632465079443,74.44193121690557,559.7354891734464,42.694332662965486
2023-01-31,108509.1735510824,11.0,65.49712754876971,65.60600127890966,562.8002847866838,36.631771686949044
2023-02-01,,13.0,78.48156167943563,74.54754031537271,565.5222106688954,48.651840297560234
2023-02-02,123402.01110104825,15.0,60.848142302931606,67.39947369984498,567.9955474544684,57.30996578680771
2023-02-03,119333.1562841764,14.0,64.67745744009599,65.83584508598628,571.3123524361957,63.119711663704855
2023-02-04,92334.01964841275,13.0,66.11627993279276,64.6461587546271,572.6532192195359,53.86384102901136
2023-02-05,84238.22540011592,11.0,69.53207366355907,77.23217909221232,576.1511097778683,37.046585849661696
2023-02-06,124723.45438001901,11.0,80.09040431249888,86.1703384725673,578.9968630292766,66.64950564378161
2023-02-07,116157.31950448091,13.0,69.92809036334174,67.94035446197987,580.9076187995015,52.878891999892744
2023-02-08,118791.25580440628,13.0,69.75991110016592,61.47522912332967,583.9161149172478,61.15576534334592
2023-02-09,124999.44494347648,15.0,65.77433546514929,72.65703682130403,585.1310801073186,54.79484506206142
2023-02-10,127273.86631998164,14.0,68.64567091001206,66.49338759920963,586.5714687780965,58.13629712541215
2023-02-11,90273.63312475987,13.0,57.29797138571441,64.79150510438538,588.1845969995046,55.61839114549623
2023-02-12,89203.32687044704,12.0,57.60464688009262,51.23319841551492,589.8614148330535,56.26842431341157
2023-02-13,123439.58521764285,12.0,68.87671201314902,74.56435630201577,591.1161687188452,57.447785641380534
2023-02-14,118837.91203853031,13.0,64.9930021188915,60.938542048709294,594.1946351725215,57.94145488765694
2023-02-15,121980.62316642117,13.0,64.53977967329885,70.2856443339717,596.0875516522257,48.670911474696155
2023-02-16,123125.44491616086,13.0,69.38556893286972,,598.4695556269111,46.701890357629054
2023-02-17,129304.48890487566,14.0,69.76080770522283,66.03894906719505,600.1132745337802,56.68687012755386
2023-02-18,91506.95315827383,13.0,60.12278823643668,61.06304902451545,600.7567918933414,56.466105413242495
2023-02-19,83158.07937854905,12.0,65.37271296931144,70.72976266023267,603.0728377800546,44.315971951340714
2023-02-20,126696.33587757917,11.0,67.78134961594523,69.75455195833237,603.6430337997188,55.45030490148058
2023-02-21,123967.67087833473,12.0,68.2391669248035,72.51339844220522,605.6881265628502,60.65896716416105
2023-02-22,122908.31199877616,14.0,61.78916977214162,74.31353874029071,606.6934745317841,46.23996277513223
2023-02-23,128170.70515536348,14.0,58.24599368125152,53.775586886445964,610.3832953311687,47.256885667236496
2023-02-24,129955.9980899838,15.0,64.00154343221323,74.28729762061371,613.2123855089086,55.26396088679298
2023-02-25,94401.9204764648,14.0,58.45084296609576,62.28245406049268,615.3969885419257,53.98564397770118
2023-02-26,87397.68990710944,12.0,66.50864412446411,63.71299505795565,618.5079538840494,42.218286994486576
2023-02-27,124919.15049659513,12.0,71.75973894505,65.75622302734506,619.9309011020769,59.93508062420359
2023-02-28,127589.05372561426,13.0,63.46758982126199,64.82846990312443,622.4656846050129,55.008170451922346
2023-03-01,130274.18050848943,13.0,75.56080213098113,80.0568922644072,624.7255329519879,52.12627362446701
2023-03-02,124563.30304861884,15.0,68.20670157421114,68.92761565748124,627.0367490170548,44.52200980279875
2023-03-03,125845.36409334473,14.0,67.57404764954677,76.61501277087416,630.1546318171402,43.273458234360575
2023-03-04,86795.78010397589,13.0,,54.02045958562395,632.8406254993641,50.934547982623556
2023-03-05,86514.0535036773,10.0,,63.30746422250224,635.171604429624,24.695211739755454
2023-03-06,130162.1032895768,11.0,71.74415863807097,66.1333596883912,635.9476944806415,55.30433061310393
2023-03-07,132444.96011428328,14.0,70.92458674587373,73.55782880982383,637.2796574444179,53.01538744395722
2023-03-08,126839.95951367865,15.0,71.28718099852215,,639.2814902975413,82.12733665097085
2023-03-09,131250.1315915681,15.0,70.74754692545831,69.49422857196139,641.4561881969627,74.96512255713947
2023-03-10,128790.54410019053,15.0,,51.70585480915237,642.6520252172235,54.87402650723345
2023-03-11,89184.96098157951,13.0,54.78904780553725,59.82597897841228,646.6813665576863,48.01841021811743
2023-03-12,93288.78242203365,12.0,62.39716096585201,67.10142153134916,,54.827773549117445
2023-03-13,133820.14626586388,12.0,64.24595330960129,68.41823642248953,652.576176458203,63.40873981243779
2023-03-14,127632.6958435602,13.0,68.86643641777835,76.27206009333344,654.73380594723,38.53928422580775
2023-03-15,134142.57462325605,15.0,64.52572803382162,61.26531402881206,656.6640387713092,42.43070407976162
2023-03-16,117513.01958364103,14.0,61.7099712236689,67.76905750618738,658.0025040032914,48.245127551989626
2023-03-17,131387.61001750088,14.0,59.978666521336535,68.9454707794591,660.1644884181064,58.883934694438196
2023-03-18,92657.94827295268,13.0,62.07222208364541,55.76483974688375,662.4706904502206,53.106255195725204
2023-03-19,91191.49059813652,12.0,59.211955486597454,63.967823518872855,663.5772819898353,55.280701545795495
2023-03-20,128791.04310614201,12.0,65.46301544929786,64.84951320439993,665.9446231236312,39.83393242111454
2023-03-21,120581.72434159643,12.0,56.73229775373657,59.97822483748102,667.9204158845715,30.312805567688766
2023-03-22,127761.31244864997,14.0,65.51995284939704,69.15434469720931,668.4941698382695,60.831440255595965
2023-03-23,130176.45028604698,14.0,73.20351617163892,71.12667011674338,669.9058618296459,47.5167287309429
2023-03-24,134767.5761789661,16.0,70.30112466594453,67.86235933694756,671.6749774029087,42.93431338578536
2023-03-25,90780.99912690542,13.0,57.78394056764177,61.39791454155355,675.2851275287808,50.16646050258431
2023-03-26,89697.86558842726,12.0,58.58433765375232,56.43124042868784,677.8303700284079,52.97132177847129
2023-03-27,127172.97182566185,11.0,74.3448977780007,69.04679257797464,678.8619847731279,46.04445776947017
2023-03-28,132949.60847080828,13.0,64.72888952291952,70.17997803311815,681.3508138046619,48.383953677688524
2023-03-29,130711.00443863873,15.0,65.68079712637882,61.80066752530978,682.2129706135113,55.219324406551756
2023-03-30,127384.95918493182,15.0,66.9151997125202,71.86372227456222,685.1791234566209,53.2923589567589
2023-03-31,131665.0697324534,15.0,69.55999650662955,72.9609536695734,686.9022237351667,45.78213316341227
2023-04-01,93786.71019739215,13.0,59.861063059481594,54.25981680363229,688.9273147841753,43.51537532628998
2023-04-02,97350.73996213156,13.0,60.21695729785124,59.785742576602715,692.087952102209,53.66209328066235
2023-04-03,127127.7876244906,13.0,63.95275485047093,72.13275089561361,693.1582212473417,54.21005034293162
2023-04-04,128733.3514136089,13.0,64.50402975656327,61.69739614955221,694.1405266992513,53.09745415331716
2023-04-05,128583.56738747137,14.0,64.889048278363,64.58921731114347,695.7736472381745,46.0862554599535
2023-04-06,124405.94020747152,15.0,64.76256504245595,69.12035650022423,698.7043503189899,54.600875733097176
2023-04-07,131552.4811082583,15.0,68.28552162407016,73.5453698456691,699.5888734586084,39.151609737903364
2023-04-08,94986.94108871954,13.0,57.308261425173995,59.58891470991672,699.42314898012,50.75509748368901
2023-04-09,94040.93382656985,12.0,67.98040626285307,66.39677403682424,701.1622218933928,58.38736660147317
2023-04-10,129753.65146649942,12.0,69.2834804405799,77.53863366095646,703.7036145333216,37.736711953726655
2023-04-11,125138.51703179836,12.0,69.20236430074272,79.05638975958207,706.7638239331126,44.51240410476282
2023-04-12,129225.41870893857,14.0,62.93487799647869,70.24219265109194,708.4932948434442,56.73626256943792
2023-04-13,290413.3095522169,14.0,91.38215617269314,60.47536170664497,710.2641535577515,89.61314376676314
2023-04-14,127914.89092311352,14.0,69.19700321111867,66.31627396069031,713.2872741451561,50.426928792907596
2023-04-15,93841.89715333596,13.0,63.22097754284727,61.42456000149499,713.8914807853998,43.717930762848496
2023-04-16,96181.00342725815,12.0,61.385210744233035,66.72073912171521,715.6806641652533,31.370335616627283
2023-04-17,138992.7436048421,13.0,70.29595296591289,73.32875347717373,717.9330032771933,53.33739787652599
2023-04-18,132254.31125132737,13.0,70.63597615035464,78.51677388501587,720.3923782542214,68.36321955457376
2023-04-19,132694.20156289104,16.0,57.04195977745537,63.885818284645,722.0845328996687,61.19044835013531
2023-04-20,131474.21633693532,15.0,62.50031853247051,57.484853317177325,724.2120857090334,56.403141008499894
2023-04-21,124204.91513880383,15.0,66.43252287475184,73.40575638841608,724.321423826303,58.63472546772993
2023-04-22,,14.0,54.025670620059174,53.23023335947528,725.8948250964359,51.55840525818908
2023-04-23,95350.0408397641,11.0,65.51900234681781,65.4953455176925,728.3576320664795,38.26349548029961
2023-04-24,142056.96844994114,13.0,65.26365796486219,68.46192740314822,729.6717968390757,59.3257560980607
2023-04-25,131542.5561408755,14.0,68.25428223828659,79.58176323954909,731.8189842163474,56.09421744826961
2023-04-26,133626.18936933446,16.0,63.313171413289474,81.20012991065839,,59.18893695309437
2023-04-27,132389.15292117902,15.0,58.32730981187579,64.69546314518155,736.1024428563034,48.85343599828873
2023-04-28,127961.28784952188,16.0,67.12032050817344,67.78027331293681,738.3388138731007,69.07133593794636
2023-04-29,100146.97125806008,13.0,58.697383755648865,64.63043524692185,739.6686278208729,55.04728317457454
2023-04-30,98661.1721307471,12.0,59.849978132107495,67.31825963505518,741.6033387971162,42.896800254219826
